sample_id,layer,spearman,overlap_at_k,n_img,k_overlap
chartqa_train_0021,16,0.6471491606168344,0.4742547425474255,1849,369
chartqa_train_0021,17,0.6825719517940734,0.4634146341463415,1849,369
chartqa_train_0021,18,0.6655730456892964,0.48509485094850946,1849,369
chartqa_train_0021,19,0.6446828468202378,0.44173441734417346,1849,369
chartqa_train_0021,20,0.7018618771251552,0.5501355013550135,1849,369
chartqa_train_0021,21,0.706871048396779,0.5392953929539296,1849,369
chartqa_train_0021,22,0.7218809895513358,0.6016260162601627,1849,369
chartqa_train_0021,23,0.6961777173271696,0.5555555555555556,1849,369
chartqa_train_0021,24,0.6872456871914525,0.5826558265582655,1849,369
chartqa_train_0021,25,0.6800875828394902,0.5691056910569106,1849,369
chartqa_train_0021,26,0.763150007418434,0.6504065040650406,1849,369
chartqa_train_0021,27,0.5342374805814173,0.5420054200542005,1849,369
chartqa_train_0022,0,0.5834803162610519,0.513986013986014,1431,286
chartqa_train_0022,1,0.524675886908961,0.45104895104895104,1431,286
chartqa_train_0022,2,0.7190774809355477,0.6188811188811189,1431,286
chartqa_train_0022,3,0.6406772422160508,0.5629370629370629,1431,286
chartqa_train_0022,4,0.7855670026405124,0.6678321678321678,1431,286
chartqa_train_0022,5,0.7991070140265992,0.7237762237762237,1431,286
chartqa_train_0022,6,0.6730961221818693,0.6468531468531469,1431,286
chartqa_train_0022,7,0.7705380875083137,0.7447552447552448,1431,286
chartqa_train_0022,8,0.7510384322586754,0.6503496503496503,1431,286
chartqa_train_0022,9,0.8247605849012806,0.7307692307692307,1431,286
chartqa_train_0022,10,0.7110023558211266,0.6363636363636364,1431,286
chartqa_train_0022,11,0.69873376684648,0.6538461538461539,1431,286
chartqa_train_0022,12,0.7497675265239275,0.6748251748251748,1431,286
chartqa_train_0022,13,0.7547711618932708,0.6573426573426573,1431,286
chartqa_train_0022,14,0.7516386336220306,0.6643356643356644,1431,286
chartqa_train_0022,15,0.7002500622153226,0.6188811188811189,1431,286
chartqa_train_0022,16,0.732678617713983,0.6328671328671329,1431,286
chartqa_train_0022,17,0.6733406976566984,0.5979020979020979,1431,286
chartqa_train_0022,18,0.7130124081932215,0.6153846153846154,1431,286
chartqa_train_0022,19,0.6963264607175577,0.6573426573426573,1431,286
chartqa_train_0022,20,0.6727776209839116,0.6258741258741258,1431,286
chartqa_train_0022,21,0.7126022598867344,0.6083916083916084,1431,286
chartqa_train_0022,22,0.7083093698922344,0.6503496503496503,1431,286
chartqa_train_0022,23,0.6228391376103781,0.5769230769230769,1431,286
chartqa_train_0022,24,0.7102712574131166,0.6223776223776224,1431,286
chartqa_train_0022,25,0.6591482790310504,0.5559440559440559,1431,286
chartqa_train_0022,26,0.6476839025485505,0.5664335664335665,1431,286
chartqa_train_0022,27,,0.1853146853146853,1431,286
chartqa_train_0024,0,0.552374487835074,0.44113667117726657,3699,739
chartqa_train_0024,1,0.5547955351591539,0.46820027063599456,3699,739
chartqa_train_0024,2,0.5626587630583737,0.5602165087956699,3699,739
chartqa_train_0024,3,0.35871933467170936,0.4871447902571042,3699,739
chartqa_train_0024,4,0.6519169792941376,0.5926928281461434,3699,739
chartqa_train_0024,5,0.7336685845364763,0.7104194857916103,3699,739
chartqa_train_0024,6,0.6132991424027834,0.5805142083897158,3699,739
chartqa_train_0024,7,0.6729601322875554,0.6441136671177267,3699,739
