sample_id,layer,entropy,n_img
chartqa_train_0038,18,0.8700457215309143,1681
chartqa_train_0038,19,0.7774792313575745,1681
chartqa_train_0038,20,0.7858347296714783,1681
chartqa_train_0038,21,0.7715988159179688,1681
chartqa_train_0038,22,0.7424212098121643,1681
chartqa_train_0038,23,0.8144793510437012,1681
chartqa_train_0038,24,0.8948941826820374,1681
chartqa_train_0038,25,0.8353739976882935,1681
chartqa_train_0038,26,0.860996663570404,1681
chartqa_train_0038,27,0.8817641139030457,1681
chartqa_train_0039,0,0.9327000975608826,1681
chartqa_train_0039,1,0.9209306240081787,1681
chartqa_train_0039,2,0.9595742225646973,1681
chartqa_train_0039,3,0.9552990198135376,1681
chartqa_train_0039,4,0.8812640309333801,1681
chartqa_train_0039,5,0.9026477336883545,1681
chartqa_train_0039,6,0.889648973941803,1681
chartqa_train_0039,7,0.9019569158554077,1681
chartqa_train_0039,8,0.9111825227737427,1681
chartqa_train_0039,9,0.8766165375709534,1681
chartqa_train_0039,10,0.9263222813606262,1681
chartqa_train_0039,11,0.8875506520271301,1681
chartqa_train_0039,12,0.8734524250030518,1681
chartqa_train_0039,13,0.8738973736763,1681
chartqa_train_0039,14,0.736518383026123,1681
chartqa_train_0039,15,0.7880385518074036,1681
chartqa_train_0039,16,0.8156239986419678,1681
chartqa_train_0039,17,0.8578767776489258,1681
chartqa_train_0039,18,0.8720738291740417,1681
chartqa_train_0039,19,0.7569883465766907,1681
chartqa_train_0039,20,0.8103864192962646,1681
chartqa_train_0039,21,0.6892156004905701,1681
chartqa_train_0039,22,0.6757855415344238,1681
chartqa_train_0039,23,0.7525189518928528,1681
chartqa_train_0039,24,0.8938044309616089,1681
chartqa_train_0039,25,0.8702619075775146,1681
chartqa_train_0039,26,0.8784376382827759,1681
